2.459612725861974526e+06 9.979473199321321486e-01 1.898498901799135349e-03
2.459612727250867989e+06 9.986313433971266695e-01 1.898498901799135349e-03
2.459612728639760986e+06 1.000024575928661008e+00 1.898498901799135349e-03
2.459612730028654449e+06 9.993015644424565469e-01 1.898498901799135349e-03
2.459612731417547446e+06 9.991838838125596256e-01 1.898498901799135349e-03
2.459612732806440908e+06 1.000822121245633856e+00 1.898498901799135349e-03
2.459612734195334371e+06 1.001188967483151115e+00 1.898498901799135349e-03
2.459612735584227368e+06 1.000861504176324912e+00 1.898498901799135349e-03
2.459612736973120365e+06 9.990609127477444451e-01 1.898498901799135349e-03
2.459612738362013828e+06 1.000318740095784031e+00 1.898498901799135349e-03
2.459612739750906825e+06 1.001171424410547184e+00 1.898498901799135349e-03
2.459612741139800288e+06 9.987495306541492868e-01 1.898498901799135349e-03
2.459612742528693751e+06 1.000405528152050527e+00 1.898498901799135349e-03
2.459612743917586748e+06 1.002652671972611209e+00 1.898498901799135349e-03
2.459612745306480210e+06 9.984774834488423512e-01 1.898498901799135349e-03
2.459612746695373207e+06 9.992986409782950163e-01 1.898498901799135349e-03
2.459612748084266670e+06 9.996154259687090038e-01 1.898498901799135349e-03
2.459612749473159667e+06 9.998366168204316784e-01 1.898498901799135349e-03
2.459612750862053130e+06 1.002352961882511329e+00 1.898498901799135349e-03
2.459612752250946127e+06 1.001625601102507979e+00 1.898498901799135349e-03
2.459612753639839590e+06 1.003253528178422505e+00 1.898498901799135349e-03
2.459612755028732587e+06 1.001760103076837716e+00 1.898498901799135349e-03
2.459612756417626049e+06 9.983660588000053959e-01 1.898498901799135349e-03
2.459612757806519046e+06 1.001727732683066918e+00 1.898498901799135349e-03
2.459612759195412509e+06 9.993066751604944287e-01 1.898498901799135349e-03
2.459612760584305506e+06 9.979156984922369356e-01 1.898498901799135349e-03
2.459612761973198969e+06 1.001537037883542425e+00 1.898498901799135349e-03
2.459612763362091966e+06 1.000808843460579300e+00 1.898498901799135349e-03
2.459612764750985429e+06 1.000655882728910040e+00 1.898498901799135349e-03
2.459612766139878426e+06 9.995890564013792945e-01 1.898498901799135349e-03
2.459612767528771888e+06 1.001277296116726889e+00 1.898498901799135349e-03
2.459612768917665351e+06 1.000233474536036171e+00 1.898498901799135349e-03
2.459612770306558348e+06 1.004174016821927529e+00 1.898498901799135349e-03
2.459612771695451811e+06 1.001859103362592540e+00 1.898498901799135349e-03
2.459612773084344808e+06 9.969756642355596110e-01 1.898498901799135349e-03
2.459612774473238271e+06 9.997320670354695737e-01 1.898498901799135349e-03
2.459612775862131268e+06 9.999619005195222732e-01 1.898498901799135349e-03
2.459612777251024731e+06 9.990952624152710237e-01 1.898498901799135349e-03
2.459612778639917728e+06 9.950399291176114103e-01 1.898498901799135349e-03
2.459612780028811190e+06 9.979771501380105825e-01 1.898498901799135349e-03
2.459612781417704187e+06 9.998026425851592736e-01 1.898498901799135349e-03
2.459612782806597650e+06 1.000076041974524266e+00 1.898498901799135349e-03
2.459612784195490647e+06 1.001211695400105572e+00 1.898498901799135349e-03
2.459612785584384110e+06 9.984453933520851532e-01 1.898498901799135349e-03
2.459612786973277107e+06 9.992557051421278036e-01 1.898498901799135349e-03
2.459612788362170570e+06 1.000425269535603290e+00 1.898498901799135349e-03
2.459612789751063567e+06 1.001721835780546410e+00 1.898498901799135349e-03
2.459612791139957029e+06 9.998058687129655064e-01 1.898498901799135349e-03
2.459612792528850026e+06 9.989898297113493086e-01 1.898498901799135349e-03
2.459612793917743489e+06 1.000821579848896414e+00 1.898498901799135349e-03
2.459612795306636486e+06 9.994980103639213853e-01 1.898498901799135349e-03
2.459612796695529949e+06 9.975232809238550047e-01 1.898498901799135349e-03
2.459612798084422946e+06 9.991377393627716152e-01 1.898498901799135349e-03
2.459612799473316409e+06 9.978396182888252808e-01 1.898498901799135349e-03
2.459612800862209406e+06 1.003122468996090033e+00 1.898498901799135349e-03
2.459612802251102868e+06 9.995678753107499759e-01 1.898498901799135349e-03
2.459612803639995866e+06 1.001349504116955558e+00 1.898498901799135349e-03
2.459612805028889328e+06 1.004300968047797671e+00 1.898498901799135349e-03
2.459612806417782325e+06 9.998045589273948375e-01 1.898498901799135349e-03
2.459612807806675788e+06 9.972604976090976292e-01 1.898498901799135349e-03
2.459612809195568785e+06 9.996877438681474048e-01 1.898498901799135349e-03
2.459612810584462248e+06 9.977652824778137086e-01 1.898498901799135349e-03
2.459612811973355245e+06 1.004576266149006525e+00 1.898498901799135349e-03
2.459612813362248708e+06 1.001704360622863277e+00 1.898498901799135349e-03
2.459612814751141705e+06 1.002939065193381829e+00 1.898498901799135349e-03
2.459612816140035167e+06 1.000397448111664200e+00 1.898498901799135349e-03
2.459612817528928164e+06 1.000698859493463377e+00 1.898498901799135349e-03
2.459612818917821627e+06 9.997585618027083898e-01 1.898498901799135349e-03
2.459612820306714624e+06 1.003018083693421270e+00 1.898498901799135349e-03
2.459612821695608087e+06 1.000543573692521004e+00 1.898498901799135349e-03
2.459612823084501084e+06 1.002760560533975553e+00 1.898498901799135349e-03
2.459612824473394547e+06 1.002815597013362758e+00 1.898498901799135349e-03
2.459612825862287544e+06 9.985571626384559529e-01 1.898498901799135349e-03
2.459612827251181006e+06 9.984493200584906303e-01 1.898498901799135349e-03
2.459612828640074003e+06 9.989729104790370240e-01 1.898498901799135349e-03
2.459612830028967466e+06 1.001531747177233367e+00 1.898498901799135349e-03
2.459612831417860463e+06 1.000610461789635863e+00 1.898498901799135349e-03
2.459612832806753926e+06 9.992851071567491195e-01 1.898498901799135349e-03
2.459612834195646923e+06 1.000654025109071421e+00 1.898498901799135349e-03
2.459612835584540386e+06 9.999544417741025315e-01 1.898498901799135349e-03
2.459612836973433383e+06 1.001917067501411074e+00 1.898498901799135349e-03
2.459612838362326846e+06 1.000804117807800431e+00 1.898498901799135349e-03
2.459612839751219843e+06 1.000687276543537507e+00 1.898498901799135349e-03
2.459612841140113305e+06 9.964715159648351861e-01 1.898498901799135349e-03
2.459612842529006302e+06 9.999141200149288533e-01 1.898498901799135349e-03
2.459612843917899299e+06 1.001341800947559646e+00 1.898498901799135349e-03
2.459612845306792762e+06 9.988068021246603312e-01 1.898498901799135349e-03
2.459612846695685759e+06 9.997165235728676658e-01 1.898498901799135349e-03
2.459612848084579222e+06 1.000249650122618794e+00 1.898498901799135349e-03
2.459612849473472219e+06 9.993600120464370962e-01 1.898498901799135349e-03
2.459612850862365682e+06 1.000988833719983706e+00 1.898498901799135349e-03
2.459612852251258679e+06 9.981512008772388533e-01 1.898498901799135349e-03
2.459612853640152141e+06 9.971499971199376811e-01 1.898498901799135349e-03
2.459612855029045139e+06 9.983336872396806339e-01 1.898498901799135349e-03
2.459612856417938601e+06 9.999680515274546044e-01 1.898498901799135349e-03
2.459612857806831598e+06 1.000986180537694059e+00 1.898498901799135349e-03
2.459612859195725061e+06 9.995766765210182259e-01 1.898498901799135349e-03
2.459612860584618058e+06 9.996203911366515760e-01 1.898498901799135349e-03
2.459612861973511521e+06 9.985686494336726282e-01 1.898498901799135349e-03
2.459612863362404518e+06 9.996267683303430296e-01 1.898498901799135349e-03
2.459612864751297981e+06 1.000934659129149695e+00 1.898498901799135349e-03
2.459612866140190978e+06 1.002652936283392693e+00 1.898498901799135349e-03
2.459612867529084440e+06 1.002874012383321745e+00 1.898498901799135349e-03
2.459612868917977437e+06 9.982708736271174166e-01 1.898498901799135349e-03
2.459612870306870900e+06 9.990830350167964058e-01 1.898498901799135349e-03
2.459612871695763897e+06 1.000906262930821189e+00 1.898498901799135349e-03
2.459612873084657360e+06 1.003969768108542882e+00 1.898498901799135349e-03
2.459612874473550357e+06 9.992101278554601507e-01 1.898498901799135349e-03
2.459612875862443354e+06 1.000211033677336880e+00 1.898498901799135349e-03
2.459612877251336817e+06 9.984227908237870430e-01 1.898498901799135349e-03
2.459612878640229814e+06 1.003079150109445372e+00 1.898498901799135349e-03
2.459612880029123276e+06 9.999913906558122179e-01 1.898498901799135349e-03
2.459612881418016274e+06 1.000477674849657106e+00 1.898498901799135349e-03
2.459612882806909736e+06 1.001976038504730937e+00 1.898498901799135349e-03
2.459612884195802733e+06 9.993864523989034465e-01 1.898498901799135349e-03
2.459612885584696196e+06 9.957840123648570296e-01 1.898498901799135349e-03
2.459612886973589193e+06 1.002099080041485513e+00 1.898498901799135349e-03
2.459612888362482656e+06 1.001697247219615727e+00 1.898498901799135349e-03
2.459612889751375653e+06 1.000948558900513596e+00 1.898498901799135349e-03
2.459612891140269116e+06 9.998378178335807220e-01 1.898498901799135349e-03
2.459612892529162113e+06 9.990454449979404572e-01 1.898498901799135349e-03
2.459612893918055575e+06 9.983861527540641712e-01 1.898498901799135349e-03
2.459612895306948572e+06 1.000472502308628053e+00 1.898498901799135349e-03
2.459612896695841569e+06 9.976332648918676549e-01 1.898498901799135349e-03
2.459612898084735032e+06 1.001037784637323069e+00 1.898498901799135349e-03
2.459612899473628029e+06 1.000874579461390246e+00 1.898498901799135349e-03
2.459612900862521492e+06 1.004232851641328139e+00 1.898498901799135349e-03
2.459612902251414489e+06 9.991587210454221379e-01 1.898498901799135349e-03
2.459612903640307952e+06 1.001230648063964779e+00 1.898498901799135349e-03
2.459612905029200949e+06 1.000007090463068904e+00 1.898498901799135349e-03
2.459612906418094411e+06 9.975196560505338317e-01 1.898498901799135349e-03
2.459612907806987409e+06 1.001322344145413989e+00 1.898498901799135349e-03
2.459612909195880406e+06 9.986344847183667994e-01 1.898498901799135349e-03
2.459612910584773868e+06 1.004134916798337551e+00 1.898498901799135349e-03
2.459612911973666865e+06 9.989459438891524767e-01 1.898498901799135349e-03
2.459612913362560328e+06 9.985934588508473819e-01 1.898498901799135349e-03
2.459612914751453325e+06 9.996323885165424583e-01 1.898498901799135349e-03
2.459612916140346788e+06 1.000738960945029898e+00 1.898498901799135349e-03
2.459612917529239785e+06 9.999839569417373619e-01 1.898498901799135349e-03
2.459612918918133248e+06 1.002806450375737457e+00 1.898498901799135349e-03
2.459612920307026245e+06 9.991459070090380479e-01 1.898498901799135349e-03
2.459612921695919707e+06 9.986288746664646609e-01 1.898498901799135349e-03
2.459612923084812704e+06 1.000205430297865794e+00 1.898498901799135349e-03
2.459612924473705702e+06 1.001475537422513939e+00 1.898498901799135349e-03
2.459612925862599164e+06 9.982703168363840085e-01 1.898498901799135349e-03
2.459612927251492161e+06 1.000469483781554203e+00 1.898498901799135349e-03
2.459612928640385624e+06 1.001221095918674031e+00 1.898498901799135349e-03
2.459612930029278621e+06 9.982331073132221233e-01 1.898498901799135349e-03
2.459612931418172084e+06 1.000664285879307780e+00 1.898498901799135349e-03
2.459612932807065081e+06 1.002009366320529393e+00 1.898498901799135349e-03
2.459612934195958544e+06 1.000167073256611694e+00 1.898498901799135349e-03
2.459612935584851541e+06 9.934735148263396098e-01 1.898498901799135349e-03
2.459612936973744538e+06 9.986955671540560520e-01 1.898498901799135349e-03
